SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Mil Pedaços,"Eu não me perdi. e mesmo assim você me abandonou. Você quis partir. e agora estou sozinho. Mas vou me acostumar. com o silêncio em casa. com um prato só na mesa. Eu não me perdi. o Sândalo perfuma o machado que o feriu. Adeus, adeus, adeus meu grande amor. E tanto faz. de tudo o que ficou. guardo um retrato teu. E a saudade mais bonita. Eu não me perdi. e mesmo assim ninguém me perdoou. Pobre coração -. quando o teu estava comigo era tão bom.. Não sei por quê acontece assim e é sem querer. O que não era pra ser:. Vou fugir dessa dor.. Meu amor, se quiseres voltar -. volta não. Porque me quebraste em mil pedaços.",Legião Urbana,118,27.7,Rock,Rock; Pop/Rock; MPB; Punk Rock; Pós-Punk; Black Music; Clássico; Funk; Dance; Grunge; Funk Carioca; Heavy Metal; Gospel/Religioso; Electronica; Samba; Romântico; Jazz; Bossa Nova; Gótico; Blues; Axé; Forró; Emocore; Pop; Chillout; Psicodelia; New Age; Disco; Indie; Trilha Sonora; Hardcore; Country; Infantil; Progressivo; New Wave; R&B; Reggae; World Music; Pop/Punk
Coladinho,"Doido pra te olhar, doido pra te ouvir. Louco pra te ter e pra te ver sorrir. Dizendo besteiras coladinha no meu corpo. Eu tô louco pra encontrar você. Sigo os seus passos, nos embaraços. Eu tô vidrado, com tanta vontade. Eu tô doidinho eu tô doidinho pra te ver. Me aceita assim, como eu sou. Me dá seu carinho, amor. Tô coladinho com você, eu tô colado com você. E agora já não tem mais volta,. É de dar água na boca, ahh. Tô coladinho com você, eu tô colado com você. E agora já não tem mais volta, é de dar água na boca. Essa paixão é poderosa.",Luan Santana,187,17.2,Sertanejo,Romântico; Sertanejo; Pop; Country; Funk Carioca; Black Music; Axé; Electro Swing; House; Funk; Instrumental; Gospel/Religioso; Forró; Electronica; Reggae; Dance; Hip Hop; Pagode; Trilha Sonora; Tecnopop; Bossa Nova; Samba Enredo; Hard Rock; Clássico; Blues; Jazz; Velha Guarda; Rock; Chillout; R&B; World Music; Heavy Metal; Disco; Emocore; Pop/Rock; Infantil; Gótico; Tropical House; Classic Rock; Kizomba; Fado; Músicas Gaúchas; Grunge; Reggaeton; Rap; Trance; MPB; Power-Pop; Punk Rock; Folk; Indie; J-Pop/J-Rock; Samba; Jovem Guarda
Ex-mulher,Eu e ela separamos. Coisa que hoje é tão normal. Eu e ela nos cansamos. Decidimos no final. As pessoas me perguntam. Se dela eu esqueci. Os meus olhos no instante. Respondem por mim. Como é possível esquecer uma pessoa. Pra quem eu mandei versinhos num cartão. Quem plantou todas as flores no jardim. Pensando bem eu lhe devo cada botão. Todos os dias nasce dela uma lembrança. Numa flor que abre em cada amanhecer. Tudo que é bonito aqui deve-se a ela. Ex-mulher é muito pouco pra se dizer. Tudo que é bonito aqui deve-se a ela. Ex-mulher será mulher até morrer. Se as vezes ela passa. Alguém diz a ex-mulher. Eu me sinto entristecido. Pois meu coração não quer. Esse simples tratamento. Diminui seu valor. Pois o minimo que digo. Foi um grande amor,João Mineiro e Marciano,235,10.4,Sertanejo,Sertanejo; Romântico; Regional; Country; Velha Guarda; Forró; Clássico; Folk
Minha Galera,O minha maconha. Minha torcida. Minha querida. Minha galera. O minha cachoeira. Minha menina. Minha flamenga. Minha capoeira. O minha menina. Minha querida. Minha galera.... O minha maloca. Minha larica. Minha cachaça. Minha cadeia. Minha vagabunda. O minha vida. Minha mambembe. Minha ladeira. O minha menina. Minha querida. Minha Valéria.... O minha torcida. Minha flamenga. Minha cadeia. O minha maconha. Minha torcida. Minha querida. Minha galera. Minha vagabunda. Minha mambembe. Minha beleza. Minha copoeira.... O minha menina. Minha querida. Minha Valéria.... Minha torcida. Minha flamenga. Minha cadeia. O minha maconha. Minha torcida. Minha querida. Minha galera...,Manu Chao,107,1.5,Pop,World Music; Pop; Reggae; J-Pop/J-Rock
Copa da Paixão,"Vou dominar a Jabulani. Escutando a vuvuzela. Vou deixar que ela me ame. Do jeito que eu amo ela. Vou entrar na sua area. Invadir seu coração. Vou fazer so gol bonito. Nessa copa da paixão. Eu vou jogar pra ganhar. Mas se empatar não tá ruim. É que no jogo do amor. Ela faz falta pra mim. Se me derrubar na área. É penalti, não tem jeito. Lance de bola parada. Pra bater eu sou perfeito. A torcida tá gritando. Pedindo bola na rede. Tô correndo, tô suando. Esse amor me dando sede. Pelo jeito que eu tô vendo. É substiuição. Sai distância e saudade. Entra amor e paixão. Ela joga na retranca. Com a zaga fechadinha. Eu só no contra ataque. Esperando a hora certinha. Um vacilo que ela der. Eu vou abrir o placar. Vou fazer um gol de amor. E sair pra comemorar. By: Miojo Dias",Gino & Geno,268,2,Sertanejo,Sertanejo
Tempo,Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra... Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra ra.... Não se incomode com o dia de amanhã. E quantos males todo dia sempre vem. De pé no chão vivo o presente que tu tem. Se for futuro não espere que não vem. Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra... Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra ra.... E anoiteceu e eu vi você ainda correndo. Você correu a vida inteira e não achou. E pelo escuro tantas vezes procurou. E de cansado ali mesmo se deitou. Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra... Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra ra.... E novamente amanhace o novo dia. Nas tuas costas como tudo começou. E como sempre o atrasado se alevanta. Um pouco tonto com o dia que passou. Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra... Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra ra.... E atrasado a sim mesmo começou. E aperreado num galope se mandou. atrás do tempo que passou e ele não viu. E com os dias tua pele ele feriu. Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra... Pa pa pa ra ra ra.... Pa ra ra ra ra ra ra ra...,Ventania,35,1.3,Rock,Reggae; Rock; Rock Alternativo; Ska; Reggaeton; New Age; Regional; Heavy Metal; Folk; Surf Music; Sertanejo
Outono,"Sigo as horas sem contar. Na janela o sol. Aprendo em silêncio seus segredos. Corro a calçada sem olhar quem sou. Sem tempo sigo a direção da chuva. A planta a prover o grão. As folhas voam devagar, lembranças. O sol vai dormir no mar. Conto as Horas pelo céu, sigo a noite. Para as estrelas não há segredos. Sinto o frio me tocar, anoiteço. Você tem ouvidos mas não escuta. O som das folhas pelo ar, as nuvens. O rio a fugir do mar. Sem tempo sigo a direção da chuva. A planta a prover o grão. Solo. Conto as horas pelo céu, sigo a noite. Para as estrelas não há segredos. Sem tempo sigo a direção da chuva. A planta a prover o grão. O som das folhas peo ar, as nuvens. O rio a fugir",14 Bis,120,1.8,Pop,MPB; Pop; Folk; Rock; Romântico; Soft Rock; Clássico
No Primeiro Olhar,"Como quando eu adormeço e viajo ao lado seu. Que por mim está sempre acordada. Assim como não tranco mais nenhum segredo meu. Porque você nunca vai abrir. Se é cedo pra. Acreditar?. É simples e. Tão claro já. E na verdade do primeiro olhar. Eu sei se nesse olhar já vai valer a pena. Cedo pra. Acontecer?. Não quero mais. Me esconder. E na verdade do primeiro olhar. E na certeza do primeiro olhar. Bem cedo. Como quando eu me lanço. E quero só você. Preparando o meu pára-quedas.... De cara limpa e sem nenhuma pose. Estou aqui. Porque sei que não vai me julgar. Se é cedo pra. Acreditar?. É simples e. Tão claro já. E na verdade do primeiro olhar. Eu sei se nesse olhar já vai valer a pena. Cedo pra. Acontecer?. Não quero mais. Me defender. E na verdade do primeiro olhar. E na certeza do primeiro olhar. Sem medo. Súbito. Eu já sei escolher. E amar o que é meu. Saber se existe um risco. Ou se o destino nos venceu. E sabe, eu sou assim. Meu instinto é assim. Tão cedo. E na verdade do primeiro olhar. Eu sei se nesse olhar já vai valer a pena. Cedo é. Mais simples que. Esperar. Mas eu já sei. E na verdade do primeiro olhar. E na certeza do primeiro olhar. Sem medo, súbito. Mas súbito",Laura Pausini,405,9.4,Pop,Romântico; Pop; Pop/Rock; Trilha Sonora; Clássico; World Music; Piano Rock; Forró; Electronica
Fuzarca Na Discoteca,"Conheço um cara que trabalha no banco. tem uma caranga de tala larga. suspensão rebaixada, com vidro bôlha. dimensão esportiva de um fórmula um,. fuma cachimbo e prefere champanha, francesa,. Rotterdam, Perignon, Moet Chandon. Sonha ser um playboy. como um Gunther Sachs. fazendo um cruzeiro num de seus iates. morando em Búzios. tendo seus casos especulados pelo Ibrahim. matéria de capa, como Chiquinho Scarpa,. da Manchete, ou coisa assim. Conheço um cara... (repete). Frequenta motéis de luxo. com sauna, piscina e bar. Adora tomar sorvete. crocante no Guarujá. Desfila no fim de semana. na discoteque dançar. um som internacional. Que toca na rádio, que toca no vídeo, televisor. Que está na lista da Cash Box e da Billboard. Na segunda-feira amanhece com a boca. com gosto de cabo de guarda-chuva. Mas logo à tarde já está com saudade. do seu programinha semanal. Traça até um plano pra ""Playmate"" do ano. conhecer o carnaval.",Guilherme Arantes,240,3.1,Pop,Romântico; Pop; MPB; Trilha Sonora; Clássico; Piano Rock; Rock; Progressivo; Axé
Maquiagem Não Disfarça,"Pera aí. Quem ela tá tentando enganar. Mostrando esse sorriso falso. Só pra disfarçar. No meio da boate,. Toda produzida, pra impressionar. Mas quem ela tá tentando enganar. Foi só me ver. Sorriso sumiu, a postura caiu. Veio me contar que tava arrependida. Mas não era a vida que você queria. Tô vendo que aprendeu. Foi tarde, mas percebeu. Que não tem meu beijo. Na boca do copo. Não tem meu colo. Na perna da mesa. Que hoje o choro borra o lápis de olho é certeza. Que não tem meu beijo. Na boca do copo. Não tem meu colo. Na perna da mesa. Que hoje o choro borra o lápis de olho é certeza. Maquiagem não disfarça tristeza. Maquiagem não disfarça tristeza. E foi só me ver. Sorriso sumiu, a postura caiu. Veio me contar que tava arrependida. Mas não era a vida que você queria. Tô vendo que aprendeu. Foi tarde, mas percebeu. Que não tem meu beijo. Na boca do copo. Não tem meu colo. Na perna da mesa. Que hoje o choro borra o lápis de olho é certeza. Que não tem meu beijo. Na boca do copo. Não tem meu colo. Na perna da mesa. Que hoje o choro borra o lápis de olho é certeza. Maquiagem não disfarça tristeza. Maquiagem não disfarça tristeza. Maquiagem não disfarça tristeza",Henrique e Juliano,187,27.9,Sertanejo,Sertanejo; Romântico; Axé; Funk Carioca; Funk; House; Forró; Black Music; Electro Swing; Pop; Country; Electronica; Gospel/Religioso; Bossa Nova; MPB; Dance; Pagode; Reggae; Blues; Pop/Rock; Samba Enredo; Surf Music; Samba; Clássico; Trilha Sonora; Rap; R&B; Chillout; Folk; Classic Rock; Soft Rock; Rock Alternativo; Fado; Hip Hop; Piano Rock; Rock; Ska; Regional; Trance; Grunge; Pop/Punk; World Music; Soul Music; Psicodelia; Punk Rock; Velha Guarda
Longe Demais,"Beijei seu rosto e guardei. Achei sincero e sem dúvida. Era quase de manhã, era madrugada. A noite esconde a cidade e você some. Será que é cria da noite e eu não sei?. As horas cessaram naquela manhã. Que vem é outro dia, outro dia. Será um desencontro e eu vou sozinha. Ele não dá um sentimento. Será um jogo intenso que se anuncia. Ele ri e sabe o que faz. Te quis pra minha vida, todo tempo esperei. E a vida agora está em torno de você. Amanhã é longe demais. Pra quem não tem. Pra quem não sabe. Amanhã é longe demais. Pra quem não tem a eternidade.",Vanessa da Mata,109,5,Pop,Romântico; MPB; Pop; Trilha Sonora; Reggae; Psicodelia; Músicas Gaúchas; Fado; Indie; Funk Carioca; R&B; Gótico; Sertanejo; Blues; Soul Music; Axé; Dance; Pagode; Surf Music; Bossa Nova; Funk
Retrato Na Praça,"Quem é o velho, quem é a criança. Na praca do mundo a conversar. Quem é o fraco e o quem é o forte. Quem conhece a morte, quem vai viver. Quem é o velho, quem é a criança. Na praça do mundo cantando. A semear a esperança. A inventar nova dança. Vida de sonho vivida. Quem é o velho, quem é a criança. O que eles querem nos ensinar. Quem é o velho, quem é a, criança. Que chegam na praça pra nos mudar. Minha vida é olhar o mundo. É andar com o povo. Conhecer corações. Bonito sempre é. A simples emoção de ter uma visão. E sonhar. (E cantar)",14 Bis,120,1.8,Pop,MPB; Pop; Folk; Rock; Romântico; Soft Rock; Clássico
Índio Quer Apito/ Saca-rolha,"Índio Quer Apito/ Saca-Rolha. (Haroldo Lobo/ Milton de Oliveira/ Domínio Público). Artista: Mr. Catra. Produção: Dennis DJ. Álbum: Bonde das Marchinhas (Som Livre). [Índio Quer Apito]. Ê, ê ê ê ê, índio quer apito. Se não der, pau vai comer! (Vai comer, hein?). Lá no bananal, mulher de branco. Levou pra índio colar esquisito. Índio viu presente mais bonito. Índio não quer colar, índio quer apito. Índio quer, índio quer.... Se não der, pau vai comer! (Pode crer...). (Hehehehehe). . [Saca-Rolha]. Saca, sa-saca, sa-saca-rolha.... Saca, sa-saca, sa-saca-rolha.... Saca, sa-saca, sa-saca-rolha.... Saca, sa-saca, sa-saca-rolha.... As águas vão rolar. Garrafa cheia eu não quero ver sobrar. Eu passo mão na saca, saca, saca-rolha. E bebo até me afogar!. Deixa as águas rolar.... Se a polícia por isso me prender. Mas na última hora me soltar,. Eu pego o saca, saca, saca-rolha. Ninguém me agarra, ninguém me agarra. Sai pra lá, sai pra lá!",Mr. Catra,98,4,Funk Carioca,Funk Carioca
Tom Maior,"Estar em você. O que o amor gerou. Ele vai nascer, e há de ser sem dor. Ah! Eu hei de ver. Você ninar e ele dormir. Hei de vê-lo andar. Falar, sorrir. Ah! Eu hei de ver. Você ninar e ele dormir. Hei de vê-lo andar. Falar, cantar, sorrir. E então quando ele crescer. Vai ter que ser homem de bem. Vou ensina-lo a viver. Onde ninguém é de ninguém. Vai ter que amar a liberdade. Só vai cantar em Tom Maior. Vai ter a felicidade de. Ver um Brasil melhor",Mart'nália,87,1,Samba,Samba; MPB; Bossa Nova; Jazz; Kizomba; Black Music; Axé
Exagero,"Quando você me abraça,. Sinto em brasa o coração,. Me vira toda do avesso,. e faz de mim o que bem quer,. Quando você me abraça,. viro menino e sou mulher.. A gente se ama em qualquer lugar,. É tanta loucura nem dá pra falar,. Me beija, me rasga, me ama no chão,. Mantem a chama acesa dentro do coração.. Eu sou seu exagero.... Minha louca paixão.",Elza Soares,148,1.5,Samba,Samba; MPB; Jazz; Bossa Nova; Soul Music; Black Music; Pop; Blues; Samba Enredo
Carisma,"Aparentemente você é igual as mulheres que conheci por ai, Mais é só na aparencia e nada mais, você é especial ja percebi, você tem o dom de amar sobe medida você faz o que eu gosto sem pedir, me conhece bem por fora e por dentro você lê meus pensamentos tenho que admitir.. O calor dos teus abraços me encendeia e teu beijo me tonteia teu sorriso me facina, Tuas maos me acariciam me acalenta teu amor me alimenta o teu charme me ilumina.. É fantastico poder amar alguem que tem classe ate para se despir, que me envolve com carisma e magia fazendo a gente deixar se seduzir. sei que você tem alguma coisa mais, mais me falta as palavras pra dizer sei que você me transporta com jeitinho me conduz pelos caminhos do amor e do prazer.... O calor dos teus abraços me encendeia e teu beijo me tonteia teu sorriso me facina, Tuas maos me acariciam me acalenta teu amor me alimenta o teu charme me ilumina!.",Teodoro e Sampaio,443,2.8,Sertanejo,Sertanejo; Forró; Country; Regional; Axé; Clássico; Pop/Rock; Músicas Gaúchas; Funk Carioca; Gospel/Religioso; Romântico; Jazz; Post-Rock; Electronica; MPB
Covardia,"E lembra quando a gente jogou tudo fora. Sem se preocupar. Mil motivos pra esquecer e ir embora. E um só pra ficar. Olha no que deu. A gente mereceu. Você falando que não tá sofrendo. Tamo sofrendo sim, não é bem por aí. Ficar mentindo é perda de tempo. Vai, buscar em outras bocas o sabor que só o meu beijo tem. Me pego conversando com outras moças. Mas tô pensando em quem. É você, que faz meu dia dia ser bem mais feliz. Tô descobrindo agora que criei raiz. Teimosia sua, implicância minha. A gente não tá junto é covardia!. Que faz meu dia dia ser bem mais feliz. Tô descobrindo agora que criei raiz. Teimosia sua, implicância minha. A gente não tá junto é covardia!",George Henrique e Rodrigo,70,1.8,Sertanejo,Sertanejo; Romântico; Funk Carioca; House; Axé; Pop; Trilha Sonora; Funk
As Atrizes,Naturalmente. ela sorria. Mas não me dava trela. Trocava a roupa. Na minha frente. E ia bailar sem mais aquela. Escolhia qualquer um. Lançava olhares. Debaixo do meu nariz. Dançava colada. Em novos pares. Com um pé atrás. Com um pé a fim. Surgiram outras. Naturalmente. Sem nem olhar a minha cara. Tomavam banho. Na minha frente. Para sair com outro cara. Porém nunca me importei. Com tais amantes. Os meus olhos infantis. Só cuidavam delas. Corpos errantes. Peitinhos assaz. Bundinhas assim. Com tantos filmes. Na minha mente. É natural que toda atriz. Presentemente represente. Muito para mim,Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Viva Intensamente,"Aprendi, que a vida bate sempre sem pudor. Que nem sempre as coisas são como a gente pensa. Que nem sempre o mundo gira como a gente quer. Aprendi, que se eu cair devo me levantar. Que todo mundo vive altos e baixos. E não vale a pena esperar. Viva intensamente. Desconfie do futuro, siga em frente. Basta acreditar, vale a pena sonhar. Nunca desista vá em frente até acertar. E nunca deixe que o medo impeça de tentar. Leve na raça faça o que o coração mandar. Não deixe nada pra depois não dá pra esperar. Dê valor a todo instante que você viver. A todo mundo que te quer o bem. Como se não houvesse o amanhã. Não duvide, não tenha medo de se arriscar. Enfrente tudo e venha o que vier. Conte com a sorte pra te ajudar. Viva intensamente. Desconfie do futuro, siga em frente. Basta acreditar, vale a pena sonhar. Nunca desista vá em frente até acertar. E nunca deixe que o medo impeça de tentar. Leve na raça faça o que o coração mandar. Não deixe nada pra depois não dá pra esperar",Matheus e Kauan,126,12.5,Sertanejo,Sertanejo; Romântico; Country; Funk Carioca; Funk; House; Reggae; Electro Swing; Forró; Axé; Pop; Pagode; Chillout; Gospel/Religioso; Rock; Hip Hop; Reggaeton; Black Music; Metal; Heavy Metal; Hard Rock; Trance; Electronica; Trilha Sonora; World Music
Beijadamente Calculado,Pra quem tinha coleção de amores falhados. Corações quebrados. Me apaixonar não era opção. Olha a situação que eu me encontro. Você foi deixando um sorriso e outro. Uma peça de roupa e uma saudade boa. Me deixando dependente da sua boca. Foi beijadamente calculado. Que cê entrou na minha e fez estrago. E deu um show de amor gostoso no meu quarto. Como é que eu largo. Foi beijadamente calculado. Que cê entrou na minha e fez estrago. E deu um show de amor gostoso no meu quarto. Como é que eu largo,Henrique e Juliano,187,27.9,Sertanejo,Sertanejo; Romântico; Axé; Funk Carioca; Funk; House; Forró; Black Music; Electro Swing; Pop; Country; Electronica; Gospel/Religioso; Bossa Nova; MPB; Dance; Pagode; Reggae; Blues; Pop/Rock; Samba Enredo; Surf Music; Samba; Clássico; Trilha Sonora; Rap; R&B; Chillout; Folk; Classic Rock; Soft Rock; Rock Alternativo; Fado; Hip Hop; Piano Rock; Rock; Ska; Regional; Trance; Grunge; Pop/Punk; World Music; Soul Music; Psicodelia; Punk Rock; Velha Guarda
Só Dava Eu,"Mais uma foto com o filtro bacana. Frase de efeito pra fechar a semana. E foi assim 30 dias do mês. Um boa noite, um provérbio chinês. Tá querendo passar um trote na felicidade. Tentando disfarçar mas na verdade. Você e todo mundo sabe. Que não me esqueceu e muito menos eu. Se seu coração fosse uma rede social. Só dava eu, só dava eu. Se seu pensamento tivesse linha do tempo. Dava eu, só dava eu. Se seu coração fosse uma rede social. Só dava eu, só dava eu. Se seu pensamento tivesse linha do tempo. Dava eu. Posta aí que não me esqueceu",César Menotti e Fabiano,239,3,Sertanejo,Sertanejo
Quando Canta O Chororó,"Toada Balanço. Lá na roça onde eu moro, lá pra aqueles chapadão. Pra aqueles seios de terra, depois que passa o varjão. Quando canta o chororó, como dói meu coração.... ai, ai, ai.. O meu cantar na viola é disfarce de paixão. É pra rebater saudade escondida nesse chão. Quando canta o chororó, como dói meu coração.... ai, ai, ai.. A perdiz pia no campo, gaviãozinho no espigão. Sabiá na laranjeira, araponga no Matão;. Quando canta o chororó, como dói meu coração.... ai, ai, ai.. Da minha velha palhoça eu vejo a imensidão. Campos verdes, serranias, quanto é belo meu sertão;. Quando canta o chororó, como dói meu coração.... ai, ai, ai.",João Mineiro e Marciano,235,10.4,Sertanejo,Sertanejo; Romântico; Regional; Country; Velha Guarda; Forró; Clássico; Folk
Quando É Que Vão Olhar Pro Inferno,"EU SEI QUE AQUI NÓS ESTAMOS ESQUECIDOS;. EU SEI QUE O INFERNO É AONDE EU VIVO;. ME PASSAPORTE PRO CEMITÉRIO TEM VISTO;. É SÓ PARAR NA FILA E ESPERAR HOMICÍDIO;. QUE VENHA O OITÃO DA PM OU UMA DOZE ENGATILHADA;. SETE PALMOS, PT CARREGADA;. CONTAGEM REGRESSIVA, O TAMBOR GIRA;. JESUS NUM BLAZER CINZA;. PENA DE MORTE SÓ EXTERMINA POBRE;. PRA LADRÃO DE GRAVATA NÃO TEM REVÓLVER;. COROA DE FLOR NEM ENDEREÇO CERTOS;. O FAVELADO DESEMPREGADO ANALFABETO;. CADA PALMO DE FAVELA UM TIRO, UM FINADO;. CADA FAMÍLIA REVOLTA, UM SONHO METRALHADO;. NO ESGOTO Á CÉU ABERTO DESCE UM RIO DE SANGUE;. INCENTIVO NA CINTA, A ÚNICA CHANCE;. CADA ENTERRO UM MOTIVO IGUAL AO OUTRO;. CORRERIA, COCAÍNA, MAIS UM FULANO MORTO;. É SEM FUTURO, SEM CHANCE PRA NOSSA GENTE;. AQUI É TIRO, REVÓLVER, INFELIZMENTE;. EU TO Á PAMPA DE DESTAQUE E SALDO NEGATIVO;. PRIMEIRA PÁGINA, DUM-DUM MORREU TROCANDO TIRO;. NÃO QUERO POR NO PEITO DO GAMBÉ MEDALHA;. PROMOVER POLÍCIA, PROMOVER CANALHA;. MIGALHA, VELÓRIO, HÁ, DETENÇÃO;. QUANDO EU ABRO A CABEÇA DO BOY SEM COMPAIXÃO;. DESCARREGANDO O TAMBOR DO MEU OITÃO;. AÍ SIM OS FILHOS DA PUTA OLHAM PRO INFERNO LADRÃO.. (4X) O INFERNO É TÃO PERTO QUE NÃO DÁ PRA ESCAPAR.. MOVIMENTO INTENSO NO IML DE SÃO PAULO;. CADÁVERES NO CHÃO, VÁRIOS FINADOS;. O PAÍS DO FUTEBOL MARCOU UM GOL DE PLACA;. 111 Á 0 HÁ QUE GOLEADA;. MAS QUE PORRA DE PAÍS É ESSE;. QUE MATA, PRENDE, AS VÍTIMAS DE SEU DESENTERESSE;. ATRÁS DAS GRADES MILHARES DE MANOS MOROU;. MAS SÃO OS MANOS DA FAVELA QUE NINGUÉM OLHOU;. ALI TA PRESO UM MOLEQUE SEM ENSINO DIGNO;. UM MANO QUE NÃO TEVE UM EMPREGO NO MÍNIMO;. CANSEI DE VER A CONSEQÜÊNCIA DO ESQUECIMENTO;. MISÉRIA, OITÃO, SEPULTAMENTO;. E QUANTOS E QUANTOS VIRARAM DETENTOS;. E HOJE AS CRIANÇAS SEGUINDO O EXEMPLO;. ESSE É O PAÍS QUE QUEREM QUE EU CANTE O HINO;. MAS NO CAIXÃO NÃO EXISTE PATRIOTISMO;. O CRISTO REDENTOS TA NO LUGAR ERRADO;. SANTO NÃO É NO INFERNO, É DO OUTRO LADO;. NÃO É DO LADO DO CRACK E NEM DA COCAÍNA;. TEM NA TERRA DO TRÁFICO NEM PERTO DA POLÍCIA;. EXISTE UMA PAR DE MANO SE ARMANDO, PODE ACREDITAR;. UMA PAR DE MANO SE MATANDO RA-TÁ;. TÃO CRIANDO UM NINHO DE COBRA;. PEDINDO TRETA, TIRO NAS COSTAS;. ENQUANTO SOMOS VÍTIMAS TUDO CERTO;. SE METO OS CANOS, BEM VINDO AO CEMITÉRIO;. SEM ESTRUTURA, SEM O ENSINO, SEM O CAMINHO;. ESCOLA DESQUALIFICADA NÃO É INCENTIVO;. PRA TER RETORNO DA RECEITA É ESSENCIAL;. DESCASO PLANTADO É COLHEITA LETAL;. É VÍTIMA SANGRANDO NO CARRO IMPORTADO;. É FILHA ASSASSINADA, É FILHO SEQÜESTRADO.. (4X) O INFERNO É TÃO PERTO QUE NÃO DÁ PRA ESCAPAR.",Facção Central,124,3.3,Hip Hop,Hip Hop; Rap; Black Music; R&B; Funk; House; Gospel/Religioso; Trance; Indie; Surf Music; Bossa Nova; Clássico; Forró; Rock
Samba da Verdade,Eu não sei. Sempre afogo os meus olhos. Mesmo assim. Sigo linda maquiada. Disfarçada de bem amada. Só porque me acorrentei ao seu coração. Pra nunca mais te ver partir. Esse medo. Esse frio na espinha. Enxergar tudo o que eu mais temia. Eu tremia mas devia. Enfrentar o nome dela nos teus lábios. A sombra dela nos teus passos. E aí conheci você. E então eu descobri quem é você. Desde então. Tudo em mim é metade. A realidade vem e vai como o vento. Como as ondas desse mar. E é por esse amor. Que ainda estou sentada aqui. E quando eu choro você ri,Isabella Taviani,97,1.3,Rock,MPB; Rock; Romântico; Pop/Rock; Pop; Axé; Clássico; Forró; Surf Music; Sertanejo
Trem Das Onze,"Não posso ficar nem mais um minuto com você. Sinto muito amor, mas não pode ser. Moro em Jaçanã. Se eu perder esse trem. Que sai agora às onze horas. Só amanhã de manhã. Não posso ficar nem mais um minuto com você. Sinto muito amor, mas não pode ser. Moro em Jaçanã. Se eu perder esse trem. Que sai agora às onze horas. Só amanhã de manhã. Além disso mulher, tem outra coisa. Minha mãe não dorme enquanto eu não chegar. Sou filho único, tenho minha casa prá olhar. Não posso ficar, não posso ficar.... Não posso ficar nem mais um minuto com você. Sinto muito amor, mas não pode ser. Moro em Jaçanã. Se eu perder esse trem. Que sai agora às onze horas. Só amanhã de manhã. Além disso mulher, tem outra coisa. Minha mãe não dorme enquanto eu não chegar. Sou filho único, tenho minha casa prá olhar. Não posso ficar, não posso ficar...",Adoniran Barbosa,104,1.7,Samba,Samba; MPB; Bossa Nova; Hip Hop; Trip-Hop; Funk Carioca; Instrumental; Gospel/Religioso; Funk; Pop; Axé; Pop/Rock
Coração de Peão,"Três coisas no mundo. Que eu não abro mão. Cerveja, mulher e festa de peão. Cerveja pra tomar. Mulher pra namorar. E festa de peão pra alegrar. O meu coração. Quem é que não gosta. Quem é que não quer. Cerveja gelada e uma linda mulher. Sentir a energia no meio do povão. Essa é a magia da festa de peão. Coração de peão. O show já vai começar. Todos na palma da mão. A alegria está no ar. Bate com a bota no chão. E a galera se agita. Levanta suas mãos pro céu. Que momento de emoção. É hora de tirar o chapéu. . . By_Emanuela_Néri",Hugo Pena e Gabriel,115,1.7,Sertanejo,Romântico; Sertanejo; Country; Trilha Sonora; Funk Carioca; House; Pop; Rap; Black Music; Axé; Samba; Pagode
Até Amanhã,"Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem. Tenha bom sono. Não deixe que as amarguras. Te levem ao abandono. Por mais que digam os outros. Ninguém é o nosso retrato. Cada um sabe melhor. Onde lhe aperta o sapato. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem. Tenha bom sono. Não deixe que as amarguras. Te levem ao abandono. A amargura foi ontem. Hoje sobrou só o saldo. Do fogo da nossa vida. Amanhã será o rescaldo. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã. Até amanhã, durma bem, até amanhã",Criolo,72,14.6,Hip Hop,Rap; Hip Hop; MPB; Black Music; Samba; Axé; Reggae; Pop/Rock; Funk Carioca; Classic Rock; Sertanejo; Regional; Indie; Hardcore
